City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
564,Umea,SE,71.53,clear sky,63.8284,20.2597,Hotel Avenue | ProfilHotels
565,Namatanai,PG,79.12,light rain,-3.6667,152.4333,Seagulls Inn Namatani
566,Fulton,US,86.95,overcast clouds,33.7668,-84.4499,The Blue Door
568,Shenzhen,CN,89.08,clear sky,22.5455,114.0683,Grand Skylight
569,San Isidro,PE,71.02,overcast clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
571,Ciudad Bolivar,VE,83.62,overcast clouds,8.1222,-63.5497,Hotel Edi
572,Ponta Delgada,PT,75.51,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
573,Sijunjung,ID,73.65,overcast clouds,-0.6876,100.9537,Hotel Bukik Gadang
574,Waterfoot,GB,68.74,few clouds,53.6929,-2.2525,Chapel House Bed & Breakfast
575,Bridlington,GB,71.29,clear sky,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
578,Alyangula,AU,68.65,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
579,Huarmey,PE,66.81,few clouds,-10.0681,-78.1522,Hotel Miramar
581,Sal Rei,CV,80.8,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
582,Nhulunbuy,AU,68.61,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
583,Porteirinha,BR,86.97,clear sky,-15.7433,-43.0283,Portal Palace Hotel
586,Ewa Beach,US,78.75,clear sky,21.3156,-158.0072,Base Lodging
587,Bubaque,GW,81.57,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
588,Shar,KZ,68.2,broken clouds,49.5886,81.0453,
589,Hihya,EG,86.59,clear sky,30.6713,31.588,مضيفة المركز
590,Madras,IN,80.58,mist,13.0878,80.2785,"Taj Connemara, Chennai"
592,Havelock,US,85.98,overcast clouds,34.8791,-76.9013,Sherwood Motel
593,Svendborg,DK,68.25,clear sky,55.0598,10.6068,Hotel Christiansminde
594,Jaque,PA,82.78,light rain,7.5175,-78.1703,Aventuras Jaque S.A
595,Ambulu,ID,75.76,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
596,Macas,EC,69.55,moderate rain,-2.3167,-78.1167,Casa Upano
598,Point Pleasant,US,89.29,clear sky,40.0832,-74.0682,Point Pleasant Manor
600,Guapo,BR,82.78,broken clouds,-16.8306,-49.5319,Lar de idosos de Guapó
602,Amudat,UG,73.2,overcast clouds,1.95,34.95,Silent Night Hotel
604,Luganville,VU,75.07,few clouds,-15.5333,167.1667,The Espiritu Hotel
605,Skelleftea,SE,73.76,overcast clouds,64.7507,20.9528,Quality Hotel Skellefteå Stadshotell
606,Rumonge,BI,74.32,broken clouds,-3.9736,29.4386,Kwetu Guest House
607,Saint Anthony,US,74.89,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
609,Maragogi,BR,79.16,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
614,Acarau,BR,86.97,broken clouds,-2.8856,-40.12,castelo pizzaria
618,Yabrud,SY,77.11,clear sky,33.9674,36.6574,صالة افراح الاندلس
619,Enniscorthy,IE,72.72,overcast clouds,52.5008,-6.5578,Riverside Park Hotel & Leisure Club
623,Itacarambi,BR,88.14,clear sky,-15.1022,-44.0919,POUSADA CAMALEÃO
624,Guhagar,IN,76.98,moderate rain,17.4842,73.1929,Hotel Seawinds
626,Itoman,JP,84.22,overcast clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
627,Kiruna,SE,65.32,overcast clouds,67.8557,20.2251,Camp Ripan
631,Yichang,CN,85.48,overcast clouds,30.7144,111.2847,Gezhouba Hotel
632,Flin Flon,CA,71.44,clear sky,54.7682,-101.865,Victoria Inn Flin Flon
633,Saint-Michel-Des-Saints,CA,72.93,scattered clouds,46.6834,-73.9159,Motel Du Mont trinity
634,Dicabisagan,PH,80.08,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
635,Vanimo,PG,77.34,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
639,Korla,CN,84.09,overcast clouds,41.7597,86.1469,Gulisitan Hotel
640,Bad Munstereifel,DE,88.86,broken clouds,50.55,6.7667,Historisches Kurhaus
642,Kalmunai,LK,83.48,overcast clouds,7.4167,81.8167,VS Villa
643,Puerto Maldonado,PE,68.4,clear sky,-12.6,-69.1833,Wasai Hotel
644,Boa Vista,BR,84.18,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
646,Bartica,GY,89.92,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
648,Novoanninskiy,RU,73.56,light rain,50.5287,42.6747,Sotnik
650,Amreli,IN,79.16,overcast clouds,21.6167,71.2333,Hotel Angel
651,Sioux Lookout,CA,68.07,scattered clouds,50.1001,-91.917,Knobby's Fly-In Camps
654,Kirovskiy,RU,66.92,overcast clouds,45.0917,133.5136,"Uyut, Gostinitsa"
655,Quzhou,CN,83.37,overcast clouds,28.9594,118.8686,Quzhou Jiujiu Business Hotel
656,Manggar,ID,81.39,overcast clouds,-2.8833,108.2667,Guest Hotel
657,Morondava,MG,74.57,clear sky,-20.2833,44.2833,La Case Bambou
658,Watertown,US,87.42,scattered clouds,42.3709,-71.1828,16 Washburn Street Watertown MA
659,Garowe,SO,88.11,few clouds,8.4054,48.4845,Curubo Hotel
660,Sarangani,PH,80.53,broken clouds,5.4033,125.4636,JVL Inn and Cafeteria
661,Santa Marta,CO,86.05,scattered clouds,11.2408,-74.199,Hotel La Ballena Azul
663,Wladyslawowo,PL,77.0,broken clouds,54.7909,18.4009,Gwiazda Morza Resort SPA&SPORT
664,Northam,GB,69.39,overcast clouds,51.0333,-4.2167,Durrant House Hotel
665,Oranjestad,AW,84.15,broken clouds,12.524,-70.027,Divi Village Golf & Beach Resort
666,Lethem,GY,86.05,broken clouds,3.3803,-59.7968,Savannah Inn
667,Kolaras,IN,89.19,overcast clouds,25.2333,77.6,Shiv Shakti Garden (Gayatri Colony)
668,Broome,US,79.7,broken clouds,42.2506,-75.833,Chenango Valley State Park
670,Luba,GQ,78.69,light rain,3.4568,8.5547,
671,Biak,ID,74.98,overcast clouds,-0.9131,122.8766,Penginapan Kim
674,Ayagoz,KZ,66.11,clear sky,47.9714,80.4392,ХАН
676,Anapolis,BR,79.27,clear sky,-16.3267,-48.9528,Hotel Anápolis
677,Kloulklubed,PW,75.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
680,Filadelfia,US,89.19,broken clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
681,Pangai,TO,78.03,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
682,Sinnamary,GF,75.25,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
683,Kyabe,TD,76.51,overcast clouds,9.4515,18.9449,
686,Katsuura,JP,74.26,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
687,Albina,SR,81.55,broken clouds,5.5,-54.05,Hudace
688,Raga,SS,76.62,light rain,8.4596,25.678,
689,Zenzeli,RU,89.44,clear sky,45.9241,47.0474,
690,Muisne,EC,76.87,overcast clouds,0.6,-80.0333,Quinta Samay
691,Sept-Iles,CA,66.72,broken clouds,50.2001,-66.3821,Comfort Inn
693,Rodrigues Alves,BR,86.2,clear sky,-7.738,-72.6509,Pousada Aconchego
694,Troitsko-Pechorsk,RU,78.69,broken clouds,62.7084,56.1964,Pechora Gostinitsa
695,Asuncion,PY,65.89,clear sky,-25.3007,-57.6359,"Crowne Plaza Asuncion, an IHG Hotel"
